Text,Time
INQUIRY; EDUCATION; SCIENCE; BENEFITS; FACULTY; STUDENTS,2014
UNDERGRADUATE RESEARCH; CELL BIOLOGY; TETRAHYMENA; DIVISION; GENETICS,2014
PERCEPTIONS; BENEFITS,2014
PROJECT OWNERSHIP; COLLEGE-STUDENTS; SCIENCE RESEARCH; EDUCATION;;PERCEPTIONS; GENOMICS; BENEFITS; INTEGRATION; SCIENTIST; EFFICACY,2014
TEACHERS; BIOLOGY; PEER,2014
EDUCATION,2014
NATURAL-SELECTION; MISCONCEPTIONS; EVOLUTION; MODELS; AGE,2014
DROSOPHILA-MELANOGASTER; UNDERGRADUATE; EDUCATION; GENOMICS; CHROMOSOME;;EVOLUTION; DISCOVERY; LESSONS; EYE; DOT,2014
UNDERGRADUATE RESEARCH; EDUCATION; GENOMICS; PERCEPTIONS; BENEFITS,2014
RESEARCH EXPERIENCE; PROFESSIONAL-DEVELOPMENT; PERCEPTIONS; UNIVERSITY;;BENEFITS; PURSUIT; MENTORS,2013
ORDINAL SCALES; QUESTIONNAIRE; LIKERT; INSTRUMENT; EQUIVALENCE;;RELIABILITY; PERFORMANCE; VALIDATION; VALIDITY; MAJORS,2013
PEER,2013
MULTIPLE-CHOICE; STUDENTS; GENETICS; COLLEGE; INSTRUMENT; DIFFUSION;;INVENTORY; KNOWLEDGE; EDUCATION; OSMOSIS,2013
PEER; ARGUMENTATION; SCIENCE; EXPLANATION; QUESTIONS; BIOLOGY; SKILLS,2013
MULTIPLE TRUE-FALSE; CELL-DIVISION; BIOLOGY; GENETICS; MISCONCEPTIONS,2013
NATURAL-SELECTION; MACROEVOLUTION; ACCEPTANCE; INSTRUMENT; KNOWLEDGE,2013
COLLEGE-STUDENTS; BLOOMS TAXONOMY; BIOLOGY; INSTRUCTION; EVOLUTION;;THINKING,2013
VISUAL THINKING STRATEGIES; OBSERVATIONAL SKILLS; MEDICAL-EDUCATION;;LOVE; DEPRESSION; CULTURE; MUSEUM,2013
ATTITUDES; HISTORY; ETHICS,2013
DOUBLE BIND; STUDENTS; WOMEN; UNDERGRADUATE; COLLEGE; GOALS; ETHNICITY;;OUTCOMES; CHOICE; RACE,2013
NA,2013
EXPLICIT; DESIGN,2013
INTRODUCTORY BIOLOGY; PROFESSIONAL-DEVELOPMENT; CELLULAR RESPIRATION;;CONCEPT INVENTORY; STUDENT; PRINCIPLE; EDUCATION; GENETICS; ANATOMY;;SKILLS,2013
SCIENCE; EDUCATION; BIOLOGY,2013
SCIENTISTS; THREAT,2013
SCIENCE IDENTITY; COLLEGE,2013
NA,2013
SELF-DETERMINATION THEORY; SCIENCE-EDUCATION; MOTIVATION;;IMPLEMENTATION; RELATEDNESS; COMPETENCE; AVOIDANCE; CLASSROOM; TEACHERS;;BIOLOGY,2013
MODELS; THERMODYNAMICS; OSMOSIS; MISCONCEPTIONS; DIFFICULTIES;;EQUILIBRIUM; CONCEPTIONS; DIFFUSION; SCIENCE; CAPSIDS,2013
CONCEPTUAL CHANGE; SENSE EXCEPT; MISCONCEPTIONS; EVOLUTION; COLORATION;;KNOWLEDGE; PEACOCKS; LIGHT,2013
NATURAL-SELECTION; MISCONCEPTIONS; KNOWLEDGE; PERSPECTIVES; GENETICS;;MACROEVOLUTION; EXPLANATIONS; ACCEPTANCE; INVENTORY; BELIEFS,2013
NA,2013
STEREOTYPE THREAT; VERBALIZATION; COVERAGE; INQUIRY,2013
CELL BIOLOGY; UNDERGRADUATE; INTEGRATION; EXPRESSION; EVOLUTION;;GENETICS,2013
EVOLUTION,2013
CONCEPT INVENTORY; DIAGNOSTIC-ASSESSMENT; MODEL; MISCONCEPTIONS,2013
STATISTICAL SIGNIFICANCE; GUIDE; PSYCHOLOGY,2013
CONCEPTUAL CHANGE; STUDENTS; KNOWLEDGE,2013
AFFIRMATIVE-ACTION BANS,2013
SCIENCE; IDENTITY; THREAT; COLOR; WOMEN; RACE,2013
CAREERS; SKILLS,2013
SELF-EFFICACY,2013
NA,2013
MODELING INSTRUCTION; CONCEPT INVENTORY; STUDENTS; DIFFICULTIES;;GENETICS; THINK,2013
MATHEMATICS,2013
NA,2013
PHYSICS,2013
INTRODUCTORY PHYSICS; BIOLOGISTS; EDUCATION; SCIENCE,2013
INQUIRY,2013
PRINCIPLES; TEACHERS; SCIENCE; DESIGN,2013
STUDENT,2013
INTRODUCTORY PHYSICS; BLOOMS TAXONOMY; WAVE BEHAVIOR; SELF-EFFICACY;;STUDENTS; KNOWLEDGE; BELIEFS; BIOLOGY; EPISTEMOLOGY; PERCEPTIONS,2013
STUDENT; WAVE,2013
PHYSIOLOGY; DEMONSTRATIONS; PERFORMANCE; MECHANICS; RESPONSES; ANATOMY;;MUSIC; SONGS; SEX,2013
COLLEGE PHYSICS; SCIENCE; KNOWLEDGE; ATTITUDES; MATHEMATICS; BELIEFS,2013
SIMILARITY; PHOTOSYNTHESIS; RESPIRATION; ANALOGIES,2013
LEARNING PROGRESSION; BIOLOGY; THERMODYNAMICS,2013
NA,2013
NA,2013
WOMENS MATH PERFORMANCE; ACHIEVEMENT GAP; SELF-AFFIRMATION;;SEX-DIFFERENCES; THREAT; STUDENTS; INTERVENTION; VARIABILITY; INVENTORY;;DIVERSITY,2013
BIOLOGY,2013
BIOLOGY; STUDENTS; SCIENCE; THINKING; BELIEFS; FACULTY; LEARN,2013
SCIENCE; TEXTBOOKS; CLASSROOM; STUDENTS,2013
CURRICULUM,2013
TEACHERS VIEWS; INQUIRY; UNDERSTANDINGS; INSTRUCTION; KNOWLEDGE;;CONTEXT; IMPACT; SAY,2013
STUDENT-EVALUATIONS; CONTINGENT FACULTY; INSTRUCTION; GENDER;;PROFESSORS; EDUCATION; TEACHERS; RATINGS; BIAS,2013
HISTORY,2013
EDUCATION,2012
CONCEPT INVENTORY; SCIENCE; BIOLOGY; EDUCATION; STUDENTS; MATHEMATICS;;GENETICS; LEARN; WEB,2012
COMPUTERIZED TEXT ANALYSIS,2012
PAPER-AND-PENCIL; IMMEDIATE FEEDBACK; CONSEQUENCES,2012
SCIENCE; STUDENTS; EDUCATION; ASK,2012
BEGINNING SECONDARY SCIENCE; PROFESSIONAL-DEVELOPMENT; IMPACT;;ACHIEVEMENT; MULTIYEAR; KNOWLEDGE; EFFICACY; BELIEFS,2012
HIGH-SCHOOL-STUDENTS; MISCONCEPTIONS; GENETICS; EXPERT; MEIOSIS,2012
COGNITIVE LOAD; PHOSPHORYLASE-KINASE; ANGSTROM RESOLUTION;;ILLUSTRATIONS; COHERENCE; KNOWLEDGE; GRAPHICS; TEXT,2012
GENDER-DIFFERENCES; ORGANIC-CHEMISTRY; ACHIEVEMENT; BIOCHEMISTRY;;PERSISTENCE; OUTCOMES; MAJORS; GRADES; IMPACT; GAP,2012
GENOMICS EDUCATION PARTNERSHIP; UNDERGRADUATE RESEARCH,2012
NA,2012
SCIENCE; STUDENTS; MODEL,2012
NATURAL-SELECTION; EVOLUTION; CONCEPTIONS; INVENTORY,2012
RESEARCH UNIVERSITIES; PERCEPTIONS,2012
COLLEGE; UNDERGRADUATE; ADJUSTMENT; TRANSITION; PROGRAM; COLOR; WOMEN,2012
GENERAL-CHEMISTRY; MODELS; KNOWLEDGE,2012
BLOOMS TAXONOMY; STUDENTS; PEER; PERFORMANCE; GENDER; WORKSHOP;;QUESTION; BIOLOGY; TESTS; ESSAY,2012
STEREOTYPE THREAT; TRANSFORMATIONAL LEADERSHIP; TEST-PERFORMANCE;;GENDER-DIFFERENCES; PREJUDICE; METAANALYSIS; SUCCESS; SCIENTISTS;;IDENTITY; OUTCOMES,2012
LABORATORY-INTENSIVE COURSE; ACHIEVEMENT; INSTRUCTION; QUESTIONS; MODEL;;PEER,2012
GENETICS; SCHOOL; EXPLANATION; INFERENCES; CATEGORIES; INVENTORY; CELL,2012
SENSE EXCEPT; EVOLUTION; BIOLOGY; MISCONCEPTIONS; KNOWLEDGE;;CONCEPTIONS; ENGAGEMENT; STRATEGIES; INVENTORY; HUMANS,2012
RNA INTERFERENCE; C-ELEGANS; BIOINFORMATICS; MODEL; PCR; EXERCISE;;POTENT,2012
TETRAHYMENA-PYRIFORMIS-GL; DIGESTIVE VACUOLES; FOOD VACUOLE;;MICROTUBULES; THERMOPHILA; CYTOPROCT; POLYMERIZATION,2012
CONTINGENT FACULTY; SOCIALIZATION; EDUCATION; IMPACT,2012
NATURAL-SELECTION; BIOLOGY TEACHERS; KNOWLEDGE; SCIENCE; MISCONCEPTIONS;;BELIEFS; INSTRUCTION; PERCEPTIONS; CONGRUENCE; INVENTORY,2012
CHEMISTRY; STUDENTS; COMMUNICATION; ASSIGNMENTS; ENHANCE; SKILLS;;CURRICULUM; KNOWLEDGE; ARTICLES; TEACH,2012
MUSIC; UNIVERSITY; CHEMISTRY; STUDENTS; MEMORY,2012
NA,2012
SKILLS,2012
STUDENTS; MISCONCEPTIONS; STRATEGIES,2012
BIOLOGY; PHOTOSYNTHESIS; RESPIRATION; INSTRUCTION; SCIENCE,2012
NA,2012
SEQUENCE; ALIGNMENT; STRAINS; O157-H7,2012
SCIENCE; ATTITUDES; ACHIEVEMENT; DEPENDENCE; AGE,2012
SCIENCE-EDUCATION; BIOLOGY; INFORMATION; PROGRAMS,2012
FORMATIVE SUMMATIVE ASSESSMENT; ANALOGICAL TRANSFER; PERFORMANCE;;PRINCIPLES; RETRIEVAL; TAXONOMY; FEEDBACK; TEACH,2011
EXPECTATIONS; MEDICINE; CHOICE; HEALTH; WOMEN,2011
SCIENTIFIC INQUIRY; PERSONAL EPISTEMOLOGY; STUDENTS; COLLEGE; BIOLOGY;;CLASSROOM; EDUCATION; METACOGNITION; COMPREHENSION; PERFORMANCE,2011
NATURAL-SELECTION; KNOWLEDGE; EVOLUTION; FEEDBACK,2011
CLASS CONCEPT QUESTIONS; NATURAL-SELECTION; INSTRUCTIONAL STRATEGIES;;INTRODUCTORY BIOLOGY; PEER INSTRUCTION; EVOLUTION; KNOWLEDGE;;MISCONCEPTIONS; INNOVATIONS; ENGAGEMENT,2011
AUDIENCE RESPONSE SYSTEMS; CLASS CONCEPT QUESTIONS; PEER INSTRUCTION;;STUDENT; BIOLOGY; EXPLANATIONS,2011
STUDENTS MISCONCEPTIONS; CONCEPT INVENTORY; BIOLOGY; GENETICS;;SECONDARY; EDUCATION; LITERACY; IMPACT; CYCLE,2011
HYPHAL TIPS; GROWTH; PULSE; CELL,2011
SOCIALIZATION; SCIENTISTS; PHD,2011
NEST CONSTRUCTION; BIOLOGY; MATHEMATICS; EDUCATION; SCIENCE;;ORGANIZATION,2011
MATHEMATICAL BIOLOGY; EDUCATION; SCIENCE,2011
INVENTORY; STUDENTS; GENETICS,2011
UNDERGRADUATE RESEARCH; RESEARCH EXPERIENCES; UNITED-STATES; DIVERSITY;;CASSAVA; BENEFITS; CROP,2011
ILLUSTRATIONS,2011
NA,2011
GENOMICS EDUCATION PARTNERSHIP; UNDERGRADUATE RESEARCH; RESEARCH;EXPERIENCES; BENEFITS; BIOLOGY,2011
MEDICAL-EDUCATION; TECHNOLOGY; SCIENTISTS; IMPACT; GUIDE,2011
SCIENCE; PERFORMANCE; ATTENDANCE,2011
PRACTICE RETRIEVAL; THINKING,2011
NA,2011
SYSTEMATIC-APPROACH; SCIENCE; SKILLS,2011
NA,2011
SEXUAL-DIFFERENTIATION; FOREBRAIN; BRAIN; BIRDSONG; TESTOSTERONE;;PLASTICITY; BEHAVIOR; LESIONS; CANARY,2011
RESEARCH EXPERIENCES; BENEFITS,2011
BLOOMS TAXONOMY; PEER INSTRUCTION; CHEMISTRY; SCIENCE,2011
STUDENT; PEER,2011
GAMMA-D-CRYSTALLIN; CATARACT FORMATION; INQUIRY,2011
UNDERGRADUATE EDUCATION,2011
MATHEMATICS ANXIETY; EDUCATION; STUDENT; SCIENCE,2011
NA,2011
CRITICAL THINKING; INSTRUCTION; EDUCATION,2011
DROSOPHILA-MELANOGASTER; COMPLEX,2011
BIOLOGY,2011
LEARNING GROUPS; STUDENTS; SCIENCE; ABILITY; PERFORMANCE; ATTITUDES;;IMPACT; SCHOOL,2011
NA,2010
TEACHING PRACTICE GAP; LESSONS,2010
NA,2010
NA,2010
BLOOMS TAXONOMY; EDUCATION,2010
CONCEPT INVENTORY; SCIENCE; STUDENTS; SCHOOL,2010
STUDENTS MISCONCEPTIONS; CONCEPT INVENTORY; ENGAGEMENT; SECONDARY;;GENETICS,2010
NA,2010
QUIZZES; COURSES; PERFORMANCE; BENEFITS,2010
PERFORMANCE; RELIABILITY; STUDENTS; BIOLOGY,2010
NA,2010
ENGAGEMENT; CLICKERS; LEARN,2010
CHROMOSOMAL SPECIATION; COLLEGE-STUDENTS; TREE-THINKING; SCIENCE;;EVOLUTION; HUMANS; ORIGIN; STRATEGIES; NUCLEOTIDE; DYNAMICS,2010
PROCESS SKILLS; CHEMISTRY; EDUCATION; FLUENCY; MAJORS,2010
EDUCATION,2010
GRADUATE; PARTICIPATION; PRODUCTIVITY; PERCEPTIONS; SCIENTISTS;;EDUCATION; BENEFITS,2010
NA,2010
NA,2010
NA,2010
NA,2010
STAPHYLOCOCCAL NUCLEASE; THERMOSTABLE PROTEIN; AMINO-ACIDS; STATE,2010
PEDAGOGICAL CONTENT KNOWLEDGE; TECHNOLOGY TEACHERS; HIGH-SCHOOL; SYSTEM;;EDUCATION; SLOVENIA; COURSES; MATURA; REFORM; IMPACT,2010
GENETICS,2010
NA,2010
GENE-EXPRESSION; SCIENCE; BIOINFORMATICS; STATISTICS; CELL,2010
ESCHERICHIA-COLI; LAC OPERON; NETWORK; BISTABILITY; SEQUENCE; GENOME,2010
NA,2010
SCIENCE; LIPOPOLYSACCHARIDE; PROGRESS,2010
UNDERGRADUATE RESEARCH; RESEARCH EXPERIENCE; APPRENTICESHIP; SCIENCE;;PERCEPTIONS; INQUIRY,2010
MATHEMATICS; EDUCATION,2010
GLOBAL GENE-EXPRESSION; SHOOT APICAL MERISTEM,2010
MATHEMATICS; EDUCATION; PROGRAM; SCIENCE; COLLEGE,2010
LANGUAGES,2010
NA,2010
RESEARCH PRODUCTIVITY; DECISION-MAKING; PERFORMANCE,2010
EDUCATION; SCIENCE,2010
SCIENCE,2010
NA,2010
EDUCATION; SCIENCE,2010
NA,2010
EDUCATION; BIOLOGY,2010
RAT,2010
NA,2010
NATURAL-SELECTION; PEROMYSCUS-POLIONOTUS; RESISTANCE; BIOLOGY;;MISCONCEPTIONS; CONCEPTIONS; COLORATION; INVENTORY; KNOWLEDGE; VKORC1,2010
LOCI; LINKAGE; SCAN; MICE,2010
RESEARCH EXPERIENCES; PERCEPTIONS; EDUCATION; BENEFITS,2010
RESEARCH EXPERIENCES; PERCEPTIONS; BENEFITS; ETHICS,2010
INTRODUCTORY BIOLOGY; MULTIPLE-CHOICE; TRUE-FALSE; PERFORMANCE; LECTURE;;COURSES; EXPLANATIONS; CONFORMITY; ATTITUDES; TASK,2010
HIGH-SCHOOL-STUDENTS; CONCEPTUAL CHANGE; SECONDARY-SCHOOL;;CELL-DIVISION; DIFFICULTIES; BIOCHEMISTRY; ANIMATION; ATTITUDES;;GENETICS; BIOLOGY,2010
SCIENCE; ATTITUDES; STUDENTS; EFFICACY,2010
STUDENTS CONCEPTIONS; COLLEGE-STUDENTS; TEACHERS CONCEPTIONS; CLASSROOM;CLIMATE; INQUIRY; EXPLICIT,2010
NA,2010
NA,2019
NA,2019
NA,2019
NA,2019
NA,2019
UNDERLYING THEORIES,2018
DIVERSITY,2018
RACIAL MICROAGGRESSIONS; AFRICAN-AMERICANS; IDENTITY; STUDENTS; WOMEN;;EXPERIENCES; COLLEGE; PROFILE; THREAT,2018
NA,2018
NA,2017
NA,2017
RETRIEVAL PRACTICE; STUDENT SUCCESS; PLASTICITY; SCIENCE; STEREOTYPES;;EDUCATION; IDENTITY; BIOLOGY; CORTICOSTEROIDS; NEUROGENESIS,2017
NA,2017
NA,2017
NA,2017
NA,2017
NA,2016
RESEARCH EXPERIENCES,2016
INTERDISCIPLINARY RESEARCH,2016
NA,2016
GENOMICS; CURRICULUM; TIME,2015
NA,2015
NA,2015
STEREOTYPE THREAT; STUDENTS; SCIENCE; PERFORMANCE; RELEVANT; IDENTITY;;PEOPLE; SENSE; LEARN; MODEL,2015
NA,2015
NA,2015
NA,2015
NA,2014
BIOMEDICAL SCIENCE; PROGRAMS,2014
NA,2014
FACULTY; GENDER; UNIVERSITIES; EDUCATION; BENEFITS; STUDENTS; IMPACT;;COLOR; WOMEN,2014
NA,2014
NA,2014
NA,2014
NA,2014
INTRINSIC MOTIVATION; RELIABILITY; FEEDBACK; STUDENTS; GRADES;;PERFORMANCE; STRATEGIES; CLASSROOM; IMPACT,2014
NA,2014
NA,2014
NA,2014
PCR,2014
ACADEMIC-ACHIEVEMENT; STEREOTYPE THREAT; SCHOOL; EXPERIENCES; CAMPUS;;WOMEN; ADOLESCENTS; PERCEPTIONS; STRATEGIES; MOTIVATION,2014
NA,2013
NA,2013
NA,2013
CLASSROOM,2013
NA,2013
NA,2013
NA,2013
ACHIEVEMENT GAP; BIOLOGY; SCIENCE; PERFORMANCE; RELEVANT,2013
INTRODUCTORY BIOLOGY; STUDENTS,2013
NA,2013
NA,2013
NA,2013
NA,2013
NA,2013
NA,2013
NA,2013
EDUCATION; VISION,2013
NA,2013
NA,2012
NA,2012
NA,2012
NA,2012
HIGHER-EDUCATION; SCIENCE; INSTRUCTION; EXPERIENCES; INNOVATION;;STUDENTS; WOMEN,2012
NA,2012
NA,2012
NA,2012
NA,2012
KNOWLEDGE,2012
NA,2012
CLASS CONCEPT QUESTIONS; SELF-EXPLANATIONS; BIOLOGY; LEARN; PEER,2012
NA,2012
NA,2012
NA,2012
SCIENCE,2011
NA,2011
SCIENCE; PERFORMANCE; RELEVANT; CONTEXT,2011
EDUCATION,2011
NA,2011
NA,2011
NA,2010
NA,2010
UNDERGRADUATE EDUCATION,2010
NA,2010
NA,2010
GENETICS; LITERACY; BIOLOGY,2010
COURSES,2010
